Date,Equity,Cumulative PnL,Cumulative PnL%,Daily PnL
2025-06-06,92693.09631658898,67311.96151999965,147.05211346186906,-700.0700607582257
2025-06-07,94525.9440338304,69144.80923724106,151.9371471935259,1832.8477172414132
2025-06-08,95251.0069401246,69869.87214353526,153.86963548565268,725.0629062942025
2025-06-09,97584.28170176799,72203.14690517866,160.0884423230296,2333.2747616433917
2025-06-10,95366.7574915074,70260.51578179415,154.17814193855855,-1942.631123384499
2025-06-11,95698.9183357377,70592.67662602446,155.06344021682628,332.16084423031134
2025-06-12,100299.89347023118,75196.40270230084,167.3262804512256,4603.726076276377
2025-06-13,95925.62891216688,70822.13814423654,155.66768507730316,-4374.2645580643
2025-06-14,96944.02593881919,71840.53517088885,158.38198795179574,1018.3970266523102
2025-06-15,95806.5830154464,70703.09224751606,155.35039563987505,-1137.442923372786
2025-06-16,99300.81489724001,74222.02185130847,164.66346646852165,3518.9296037924028
2025-06-17,100193.5487511039,75114.75570517236,167.04284307929694,892.7338538638869
2025-06-18,98405.8810605,75849.91926438846,169.00090807080863,735.1635592161107
2025-06-19,98206.3326084736,75650.37081236206,168.45542527830943,-199.5484520263999
2025-06-20,100941.0006876348,78385.03889152326,175.9308748006236,2734.6680791612016
2025-06-21,98077.31652637401,75521.35473026246,168.1027487627748,-2863.684161260797
2025-06-22,94742.4028942068,72186.44109809525,158.98647658754618,-3334.913632167212
2025-06-23,92993.317692112,70437.35589600046,154.20520231220638,-1749.0852020947932
2025-06-24,98168.113801408,75619.39716780237,168.35095089430686,5182.041271801903
2025-06-25,102476.2560388168,79927.53940521117,180.12762685586532,4308.1422374088
2025-06-26,101511.7342224791,79501.05344952767,177.4910238230706,-426.48595568349936
2025-06-27,98603.9513657152,79823.24600212327,169.54235022234013,322.19255259560623
2025-06-28,98486.0821106172,79705.37674702526,169.22014451356242,-117.86925509800494
2025-06-29,98554.37227987379,79773.66691628186,169.40682154286554,68.2901692565938
2025-06-30,90072.44654341601,81347.9239638241,173.70950087550762,1574.2570475422342
2025-07-01,90018.340722538,81293.8181429461,173.54508569866618,-54.105820878001396
2025-07-02,89392.137488751,80667.61490915909,171.6421977329901,-626.2032337870041
2025-07-03,94511.3607586364,85786.83817904448,187.19834281222063,5119.223269885391
2025-07-04,91595.7007235358,82896.1696430271,178.3383208681583,-2890.668536017391
2025-07-05,91184.6541708338,82485.1230903251,177.08924469565272,-411.04655270199873
2025-07-06,91423.34147400661,82723.8103934979,177.81456065101824,238.68730317280279
2025-07-07,93597.45426857339,84897.92318806468,184.4211906548019,2174.112794566783
2025-07-08,92932.50602259042,84232.97494208171,182.40056548583507,-664.9482459829742
2025-07-09,94437.2764879478,86038.3669318116,186.97321770980514,1805.3919897298892
2025-07-10,97147.138297353,90571.3578249485,195.20786605963517,4532.990893136893
2025-07-11,101446.9604020946,95021.6335989733,208.27403898272786,4450.275774024801
2025-07-12,110375.5563346712,103950.2295315499,235.40599364820562,8928.595932576602
2025-07-13,99234.03763204558,92808.71082892429,201.5494743671303,-11141.518702625617
2025-07-14,101767.2866281924,95466.93147652871,209.2474368954881,2658.2206476044234
2025-07-15,104856.11893735861,98555.76378569491,218.6336896517348,3088.8323091662023
2025-07-16,104781.9249851296,98631.50782368211,218.4082312522808,75.7440379871951
2025-07-17,120207.39602376342,114056.97886231593,265.2826988700662,15425.471038633812
2025-07-18,119824.2400832757,113673.8229218282,264.11837586949326,-383.1559404877189
2025-07-19,121935.6962846495,115785.27912320201,270.53460686106456,2111.456201373803
2025-07-20,123942.20734392441,117791.79018247692,276.6319336420197,2006.5110592749115
2025-07-21,119236.4009986405,118241.4392147241,262.3320677516932,449.64903224718546
2025-07-22,114054.4008757188,114181.7337898024,249.99441829032932,-4059.7054249216994
2025-07-23,105323.8576190742,105451.1905331578,223.20333101086948,-8730.543256644596
2025-07-24,103562.079167571,103689.4120816546,217.7970282329328,-1761.7784515031963
2025-07-25,117178.15272610981,117305.48564019341,259.58015723040114,13616.073558538803
2025-07-26,117878.06444319921,118005.39735728281,261.7279497960227,699.9117170894024
2025-07-27,115254.17767806721,115381.51059215081,253.67612790251454,-2623.8867651320033
2025-07-28,116595.7622110979,116723.0951251815,257.792997524556,1341.584533030691
2025-07-29,114750.1426019103,114877.4755159939,252.12941456288914,-1845.6196091876045
2025-07-30,124502.1676022047,124629.5005162883,282.05508416374903,9752.025000294409
2025-07-31,142508.416764839,142647.35167540458,337.31017868775683,18017.851159116297
2025-08-01,128736.236304585,128875.17121515059,295.0480103560988,-13772.180460253992
2025-08-02,132325.4106449193,132464.34555548488,306.0619736555659,3589.1743403342844
2025-08-03,139124.57448490922,139263.5093954748,326.9263101017409,6799.163839989924
2025-08-04,142211.3593429373,142355.62287558737,336.3986098330784,3092.113480112584
2025-08-05,145111.9536615953,145256.21719424537,345.2995537112648,2900.594318657997
2025-08-06,142392.6179646421,142536.88149729217,336.95483129736726,-2719.3356969532033
2025-08-07,146343.3436975465,146487.60723019656,349.07827365553834,3950.725732904393
2025-08-08,137090.086703916,137234.35023656607,320.6831545377271,-9253.256993630494
2025-08-09,146899.4262369655,147043.68976961556,350.78470307352666,9809.339533049497
2025-08-10,132242.95979364682,132412.2153305068,305.8089598524414,-14631.47443910877
2025-08-11,138899.1208758632,139068.37641272318,326.2344691544065,6656.161082216393
2025-08-12,139795.0313420637,139964.28687892368,328.9837156547651,895.9104662004975
2025-08-13,149266.807934288,149442.92450638805,358.0493975847751,9478.637627464383
2025-08-14,155297.90807910386,155483.57923230072,376.55680607255164,6040.654725912664
2025-08-15,157449.0523073988,157634.72346059565,383.1579408561281,2151.1442282949283
2025-08-16,162299.17335385317,162484.84450705003,398.04132353367345,4850.121046454384
2025-08-17,160394.38745072368,160580.05860392054,392.19617920767877,-1904.7859031294938
2025-08-18,154417.7441419964,154628.41951264685,373.8558803493635,-5951.639091273674
2025-08-19,162001.43508462398,162212.11045527444,397.1276653885994,7583.6909426275815
2025-08-20,161612.29375104,161873.21623150387,395.9335221233267,-338.8942237705752
2025-08-21,158274.6351325512,158887.50381827715,385.6913755892127,-2985.7124132267145
2025-08-22,155477.441976748,156090.31066247396,377.1077349414677,-2797.193155803194
2025-08-23,164845.075944738,165457.94463046396,405.85383834659615,9367.633967989997
2025-08-24,156566.2897307056,157179.15841643157,380.4490407861092,-8278.786214032385
2025-08-25,157247.44773309038,157860.31641881634,382.53928453802047,681.1580023847637
2025-08-26,152709.3249643634,154640.18143149474,368.61331915329646,-3220.134987321586
2025-08-27,159950.6975608344,164541.91796651416,390.83464485459143,9901.736535019418
2025-08-28,163134.1556747616,168542.27818472445,400.60360214322486,4000.36021821029
2025-08-29,157692.79816178308,172047.17799174594,411.34524256797374,3504.8998070214743
2025-08-30,164925.10177874038,179279.48160870324,434.79719529154795,7232.303616957302
2025-08-31,168089.02273548,182443.40256544284,445.05673756582536,3163.920956739603
2025-09-01,173698.12605305162,188059.10398456367,463.2451921429957,5615.701419120829
2025-09-02,173417.1212888282,187778.09922034026,462.3339872496869,-281.0047642234131
2025-09-03,176383.89665636298,190749.21699445054,471.9542520153635,2971.1177741102774
2025-09-04,183081.49275925802,197446.81309734558,493.67232629510056,6697.5961028950405
2025-09-05,189339.99374625,203708.12947942005,513.9665613052628,6261.316382074474
2025-09-06,185439.4032984403,199807.53903161036,501.31824513645927,-3900.5904478096927
2025-09-07,187856.154838291,202224.29057146105,509.1549657526007,2416.751539850695
2025-09-08,185270.3343725104,199638.47010568046,500.77001089908055,-2585.820465780591
2025-09-09,187343.2455901076,201736.34459015715,507.4917718275451,2097.874484476697
2025-09-10,183523.4209551535,197966.96815036476,495.10535229985163,-3769.3764397924006
2025-09-11,186007.5795177756,200479.84099319004,503.16065144850455,2512.872842825291
2025-09-12,184888.12166687608,199390.0976548409,499.530622347711,-1089.7433383491182
2025-09-13,200152.42359484299,214654.39958280782,549.0276714391936,15264.30192796691
2025-09-14,191838.6129686334,206340.58895659822,522.0687515590234,-8313.810626209597
2025-09-15,189703.66706496742,204205.64305293225,515.145832797321,-2134.945903665968
2025-09-16,194530.605492645,209032.58148060984,530.7979870487105,4826.938427677582
2025-09-17,206195.73155844002,220697.70754640485,568.6241071203469,11665.126065795019
2025-09-18,209880.955033032,224286.98597900383,580.5740598987809,3589.2784325989705
2025-09-19,197526.7602128728,220691.39974517742,569.5402534822443,-3595.5862338264023
2025-09-20,199178.9284832208,222343.56801552544,575.1404727200428,1652.1682703480183
2025-09-21,201594.3408689859,224748.7580896645,583.3277979173297,2405.1900741390846
2025-09-22,200558.76775654542,223603.30477195323,579.8176006992132,-1145.45331771127
2025-09-23,209285.65839398577,232225.75845113778,609.398425916043,8622.453679184546
2025-09-24,209514.666328916,232308.93712524153,610.1746753246669,83.17867410373961
2025-09-25,206620.6482565296,229281.0446311607,600.3650596975002,-3027.8924940808174
2025-09-26,188801.5561546938,211464.899890099,539.9651451247654,-17816.144741061693
2025-09-27,197318.26601505218,219981.6097504574,568.8335378053004,8516.709860358387
2025-09-28,195091.4573422383,217754.80107764353,561.2855071402629,-2226.8086728138733
2025-09-29,202007.80847320546,224670.12408223737,584.7292951333906,6915.323004593844
2025-09-30,205757.29260432502,228409.57891908064,597.4386138751752,3739.4548368432634
2025-10-01,209855.36467412542,232425.33919207833,611.3295125536412,4015.7602729977007
2025-10-02,200563.75671425366,223103.81938902548,579.8345113598497,-9321.519803052863
2025-10-03,201626.61529374897,224104.46657914328,583.437195887071,1000.6471901178105
2025-10-04,210091.144721829,232568.99600722332,612.128716837331,8464.529428080044
2025-10-05,206632.66542647438,229117.9490053671,600.4057933125421,-3451.0470018562273
2025-10-06,205075.6109856715,227560.8945645642,595.1279736193658,-1557.0544408028945
2025-10-07,204914.95825944,227400.2418383327,594.5834222536281,-160.65272623149212
2025-10-08,221206.4954676853,243691.779046578,649.8055093281525,16291.53720824531
2025-10-09,220109.252111165,242603.4150575281,646.0862735432665,-1088.36398904991
2025-10-10,213223.1276304788,235717.2905768419,622.7449423467228,-6886.124480686209
2025-10-11,191351.8204945659,213848.4146894454,548.6095669272823,-21868.87588739648
2025-10-12,218104.5172446834,240513.9410380871,639.2909882400385,26665.526348641695
2025-10-13,230530.936305444,252940.36009884768,681.4118014344223,12426.419060760585
2025-10-14,235579.4640622566,257909.1122099312,698.5243817772864,4968.752111083504
2025-10-15,227786.7657538678,250011.7774272892,672.110111654664,-7897.3347826419895
2025-10-16,231223.22479579799,253448.23646921938,683.7583949330193,3436.459041930182
2025-10-17,231040.94118807002,253265.95286149142,683.140523142927,-182.2836077279644
2025-10-18,233921.8947384668,256146.9064118882,692.9058550317529,2880.953550396778
2025-10-19,243331.1691366585,265525.02591152396,724.7997004978554,9378.119499635786
2025-10-20,236755.5251366793,258727.67466621147,702.5107795141347,-6797.351245312491
2025-10-21,228606.78544995,250486.0573264595,674.8896651419161,-8241.61733975197
