Date,Equity,Cumulative PnL,Cumulative PnL%,Daily PnL
2025-04-07,25.71671139,4.905247689999997,0,4.905247689999997
2025-04-08,24.43498457,3.6235208699999975,-4.984023036858442,-1.2817268199999994
2025-04-09,25.36951748,4.558053779999995,-1.3500711841989532,0.9345329099999979
2025-04-10,25.99163247,5.180168769999995,1.069036689142533,0.62211499
2025-04-11,30.19249301,9.38247232,17.40417564331502,4.202303550000004
2025-04-12,30.40796355,9.597942860000002,18.24203759514993,0.21547054000000188
2025-04-13,30.14266258,9.332641889999996,17.21040891613008,-0.2653009700000055
2025-04-14,30.56033884,9.750318149999996,18.834552274376158,0.41767626000000035
2025-04-15,29.9785452,9.168524509999996,16.572234860703162,-0.5817936400000008
2025-04-16,30.22027667,9.410255979999997,17.512213018618006,0.24173147000000128
2025-04-17,31.35516368,10.545142989999997,21.92524621243961,1.13488701
2025-04-18,31.55193851,10.741917819999996,22.69040948318548,0.19677482999999896
2025-04-19,31.00875531,10.198734619999998,20.57822961787339,-0.5431831999999979
2025-04-20,31.10455317,10.294532479999996,20.950741711457987,0.09579785999999757
2025-04-21,30.70870809,9.898687399999995,19.411489378619184,-0.39584508000000085
2025-04-22,31.87530453,11.065283839999994,23.94782539105984,1.1665964399999993
2025-04-23,31.27104342,10.461022729999998,21.5981427242669,-0.6042611099999959
2025-04-24,31.32028664,11.030899049999995,21.78962607240271,0.5698763199999975
2025-04-25,31.05222386,11.277335389999998,20.747258034224103,0.24643634000000236
2025-04-26,28.8516,9.076711529999997,12.190083570401654,-2.2006238600000003
2025-04-27,29.31754432,9.542655849999996,14.0019183455945,0.4659443199999984
2025-04-28,29.83571112,10.060822649999995,16.016821387207703,0.5181667999999995
2025-04-29,29.63738447,9.862495999999997,15.24562383013157,-0.1983266499999985
2025-04-30,29.76062788,9.985739409999997,15.724858550819555,0.12324341000000061
2025-05-01,29.62915636,9.854267889999996,15.213628642740694,-0.13147152000000162
2025-05-02,27.99280612,8.217917649999997,8.850644608023494,-1.6363502399999987
2025-05-03,29.82115535,10.046266879999997,15.960220954208104,1.8283492300000006
2025-05-04,30.2089539,10.434065429999997,17.468184177494873,0.3877985499999994
2025-05-05,32.11384425,12.338955779999996,24.875392358633917,1.9048903499999987
2025-05-06,31.2952924,11.520403929999997,21.692435418353085,-0.8185518499999986
2025-05-07,31.82512934,12.050240869999996,23.752718057003474,0.5298369399999991
2025-05-08,33.41015335,13.635264879999998,29.916118913212266,1.5850240100000015
2025-05-09,30.91097627,11.136087799999995,20.19801366211933,-2.4991770800000026
2025-05-10,30.56294416,10.788055689999997,18.844683118715054,-0.34803210999999834
2025-05-11,32.53039335,12.755504879999993,26.495152730335157,1.9674491899999964
2025-05-12,31.84329243,12.068403959999998,23.8233456334636,-0.6871009199999953
2025-05-13,32.44001719,12.665128719999995,26.14372303689798,0.5967247599999972
2025-05-14,32.02751928,12.252630809999996,24.53971580695178,-0.412497909999999
2025-05-15,32.34541968,12.570531209999995,25.775878530789065,0.3179003999999992
2025-05-16,32.69693974,12.922051269999994,27.142772044773487,0.3515200599999986
2025-05-17,32.69388395,12.918995479999996,27.130889537894376,-0.003055789999997671
2025-05-18,32.50976991,12.734881439999999,26.414958028581758,-0.1841140399999972
2025-05-19,33.09732334,13.322434869999999,28.699672512831363,0.5875534299999998
2025-05-20,32.08582606,12.310937589999998,24.766443008248107,-1.0114972800000004
2025-05-21,32.56245893,12.787570459999994,26.619840446092113,0.476632869999996
